timestamp,consumo_kwh,produzione_kwh,autoconsumo_kwh,immissione_rete_kwh,prelievo_rete_kwh
2026-07-05 05:00:00,1.61,0.0,0.0,0.0,1.61
2026-07-05 06:00:00,1.53,0.0,0.0,0.0,1.53
2026-07-05 07:00:00,1.21,0.05,0.05,0.0,1.16
2026-07-05 08:00:00,1.39,0.97,0.97,0.0,0.42
2026-07-05 09:00:00,1.34,0.67,0.67,0.0,0.67
2026-07-05 10:00:00,1.37,2.59,1.37,1.22,0.0
2026-07-05 11:00:00,1.29,5.21,1.29,3.92,0.0
2026-07-05 12:00:00,1.46,3.65,1.46,2.19,0.0
2026-07-05 13:00:00,1.27,5.99,1.27,4.72,0.0
2026-07-05 14:00:00,1.43,5.89,1.43,4.46,0.0
2026-07-05 15:00:00,1.49,0.77,0.77,0.0,0.72
2026-07-05 16:00:00,1.19,4.34,1.19,3.15,0.0
2026-07-05 17:00:00,1.51,3.19,1.51,1.68,0.0
2026-07-05 18:00:00,1.41,0.21,0.21,0.0,1.2
2026-07-05 19:00:00,1.28,0.08,0.08,0.0,1.2
2026-07-05 20:00:00,1.43,0.0,0.0,0.0,1.43
2026-07-05 21:00:00,1.34,0.0,0.0,0.0,1.34
2026-07-05 22:00:00,1.41,0.0,0.0,0.0,1.41
2026-07-05 23:00:00,1.47,0.0,0.0,0.0,1.47
2026-07-06 00:00:00,1.6,0.0,0.0,0.0,1.6
2026-07-06 01:00:00,1.48,0.0,0.0,0.0,1.48
2026-07-06 02:00:00,1.63,0.0,0.0,0.0,1.63
2026-07-06 03:00:00,1.5,0.0,0.0,0.0,1.5
2026-07-06 04:00:00,1.37,0.0,0.0,0.0,1.37
2026-07-06 05:00:00,1.8,0.0,0.0,0.0,1.8
2026-07-06 06:00:00,1.66,0.0,0.0,0.0,1.66
2026-07-06 07:00:00,1.64,0.31,0.31,0.0,1.33
2026-07-06 08:00:00,11.56,0.93,0.93,0.0,10.63
2026-07-06 09:00:00,11.15,0.47,0.47,0.0,10.68
2026-07-06 10:00:00,10.54,2.46,2.46,0.0,8.08
2026-07-06 11:00:00,12.26,3.13,3.13,0.0,9.13
2026-07-06 12:00:00,10.23,5.74,5.74,0.0,4.49
2026-07-06 13:00:00,10.54,3.69,3.69,0.0,6.85
2026-07-06 14:00:00,11.36,3.48,3.48,0.0,7.88
2026-07-06 15:00:00,11.55,5.22,5.22,0.0,6.33
2026-07-06 16:00:00,11.67,4.55,4.55,0.0,7.12
2026-07-06 17:00:00,12.1,2.91,2.91,0.0,9.19
2026-07-06 18:00:00,11.59,1.54,1.54,0.0,10.05
2026-07-06 19:00:00,1.31,0.0,0.0,0.0,1.31
2026-07-06 20:00:00,1.77,0.0,0.0,0.0,1.77
2026-07-06 21:00:00,1.37,0.0,0.0,0.0,1.37
2026-07-06 22:00:00,1.39,0.0,0.0,0.0,1.39
2026-07-06 23:00:00,1.34,0.0,0.0,0.0,1.34
2026-07-07 00:00:00,1.6,0.0,0.0,0.0,1.6
2026-07-07 01:00:00,1.54,0.0,0.0,0.0,1.54
2026-07-07 02:00:00,1.6,0.0,0.0,0.0,1.6
2026-07-07 03:00:00,1.41,0.0,0.0,0.0,1.41
2026-07-07 04:00:00,1.51,0.0,0.0,0.0,1.51
2026-07-07 05:00:00,1.48,0.0,0.0,0.0,1.48
2026-07-07 06:00:00,1.49,0.0,0.0,0.0,1.49
2026-07-07 07:00:00,1.64,0.09,0.09,0.0,1.55
2026-07-07 08:00:00,11.14,1.68,1.68,0.0,9.46
2026-07-07 09:00:00,10.51,2.89,2.89,0.0,7.62
2026-07-07 10:00:00,11.23,2.64,2.64,0.0,8.59
2026-07-07 11:00:00,11.21,3.1,3.1,0.0,8.11
2026-07-07 12:00:00,12.56,5.93,5.93,0.0,6.63
2026-07-07 13:00:00,10.91,3.5,3.5,0.0,7.41
2026-07-07 14:00:00,11.15,5.86,5.86,0.0,5.29
2026-07-07 15:00:00,12.09,3.11,3.11,0.0,8.98
2026-07-07 16:00:00,10.74,2.59,2.59,0.0,8.15
2026-07-07 17:00:00,11.95,1.71,1.71,0.0,10.24
2026-07-07 18:00:00,10.99,1.53,1.53,0.0,9.46
2026-07-07 19:00:00,1.6,0.06,0.06,0.0,1.54
2026-07-07 20:00:00,1.5,0.0,0.0,0.0,1.5
2026-07-07 21:00:00,1.51,0.0,0.0,0.0,1.51
2026-07-07 22:00:00,1.81,0.0,0.0,0.0,1.81
2026-07-07 23:00:00,1.62,0.0,0.0,0.0,1.62
2026-07-08 00:00:00,1.73,0.0,0.0,0.0,1.73
2026-07-08 01:00:00,1.7,0.0,0.0,0.0,1.7
2026-07-08 02:00:00,1.56,0.0,0.0,0.0,1.56
2026-07-08 03:00:00,1.83,0.0,0.0,0.0,1.83
2026-07-08 04:00:00,1.75,0.0,0.0,0.0,1.75
2026-07-08 05:00:00,1.49,0.0,0.0,0.0,1.49
2026-07-08 06:00:00,1.58,0.0,0.0,0.0,1.58
2026-07-08 07:00:00,1.38,0.04,0.04,0.0,1.34
2026-07-08 08:00:00,11.63,1.63,1.63,0.0,10.0
2026-07-08 09:00:00,11.67,1.7,1.7,0.0,9.97
2026-07-08 10:00:00,11.59,0.53,0.53,0.0,11.06
2026-07-08 11:00:00,11.45,5.39,5.39,0.0,6.06
2026-07-08 12:00:00,11.81,5.77,5.77,0.0,6.04
2026-07-08 13:00:00,11.15,3.57,3.57,0.0,7.58
2026-07-08 14:00:00,9.9,5.91,5.91,0.0,3.99
2026-07-08 15:00:00,11.24,0.92,0.92,0.0,10.32
2026-07-08 16:00:00,10.76,2.77,2.77,0.0,7.99
2026-07-08 17:00:00,9.64,0.4,0.4,0.0,9.24
2026-07-08 18:00:00,10.82,1.43,1.43,0.0,9.39
2026-07-08 19:00:00,1.42,0.0,0.0,0.0,1.42
2026-07-08 20:00:00,1.44,0.0,0.0,0.0,1.44
2026-07-08 21:00:00,1.81,0.0,0.0,0.0,1.81
2026-07-08 22:00:00,1.72,0.0,0.0,0.0,1.72
2026-07-08 23:00:00,1.81,0.0,0.0,0.0,1.81
2026-07-09 00:00:00,1.46,0.0,0.0,0.0,1.46
2026-07-09 01:00:00,1.75,0.0,0.0,0.0,1.75
2026-07-09 02:00:00,1.35,0.0,0.0,0.0,1.35
2026-07-09 03:00:00,1.75,0.0,0.0,0.0,1.75
2026-07-09 04:00:00,1.44,0.0,0.0,0.0,1.44
2026-07-09 05:00:00,1.37,0.0,0.0,0.0,1.37
2026-07-09 06:00:00,1.68,0.0,0.0,0.0,1.68
2026-07-09 07:00:00,1.45,0.07,0.07,0.0,1.38
2026-07-09 08:00:00,11.91,1.58,1.58,0.0,10.33
2026-07-09 09:00:00,11.59,1.76,1.76,0.0,9.83
2026-07-09 10:00:00,9.75,2.51,2.51,0.0,7.24
2026-07-09 11:00:00,10.44,3.27,3.27,0.0,7.17
2026-07-09 12:00:00,11.0,5.72,5.72,0.0,5.28
2026-07-09 13:00:00,10.81,3.72,3.72,0.0,7.09
2026-07-09 14:00:00,12.13,3.52,3.52,0.0,8.61
2026-07-09 15:00:00,9.14,0.76,0.76,0.0,8.38
2026-07-09 16:00:00,11.4,4.17,4.17,0.0,7.23
2026-07-09 17:00:00,11.22,2.99,2.99,0.0,8.23
2026-07-09 18:00:00,10.92,0.88,0.88,0.0,10.04
2026-07-09 19:00:00,1.86,0.0,0.0,0.0,1.86
2026-07-09 20:00:00,1.64,0.0,0.0,0.0,1.64
2026-07-09 21:00:00,1.6,0.0,0.0,0.0,1.6
2026-07-09 22:00:00,1.71,0.0,0.0,0.0,1.71
2026-07-09 23:00:00,1.57,0.0,0.0,0.0,1.57
2026-07-10 00:00:00,1.66,0.0,0.0,0.0,1.66
2026-07-10 01:00:00,1.76,0.0,0.0,0.0,1.76
2026-07-10 02:00:00,1.67,0.0,0.0,0.0,1.67
2026-07-10 03:00:00,1.6,0.0,0.0,0.0,1.6
2026-07-10 04:00:00,1.48,0.0,0.0,0.0,1.48
2026-07-10 05:00:00,1.69,0.0,0.0,0.0,1.69
2026-07-10 06:00:00,1.43,0.0,0.0,0.0,1.43
2026-07-10 07:00:00,1.75,0.0,0.0,0.0,1.75
2026-07-10 08:00:00,11.11,1.0,1.0,0.0,10.11
2026-07-10 09:00:00,11.68,2.9,2.9,0.0,8.78
2026-07-10 10:00:00,9.61,0.71,0.71,0.0,8.9
2026-07-10 11:00:00,11.4,5.26,5.26,0.0,6.14
2026-07-10 12:00:00,11.15,5.85,5.85,0.0,5.3
2026-07-10 13:00:00,11.5,3.69,3.69,0.0,7.81
2026-07-10 14:00:00,12.49,5.69,5.69,0.0,6.8
2026-07-10 15:00:00,11.07,3.25,3.25,0.0,7.82
2026-07-10 16:00:00,9.86,2.49,2.49,0.0,7.37
2026-07-10 17:00:00,11.11,2.96,2.96,0.0,8.15
2026-07-10 18:00:00,11.08,1.04,1.04,0.0,10.04
2026-07-10 19:00:00,1.5,0.13,0.13,0.0,1.37
2026-07-10 20:00:00,1.64,0.0,0.0,0.0,1.64
2026-07-10 21:00:00,1.63,0.0,0.0,0.0,1.63
2026-07-10 22:00:00,1.61,0.0,0.0,0.0,1.61
2026-07-10 23:00:00,1.8,0.0,0.0,0.0,1.8
2026-07-11 00:00:00,1.5,0.0,0.0,0.0,1.5
2026-07-11 01:00:00,1.31,0.0,0.0,0.0,1.31
2026-07-11 02:00:00,1.29,0.0,0.0,0.0,1.29
2026-07-11 03:00:00,1.39,0.0,0.0,0.0,1.39
2026-07-11 04:00:00,1.45,0.0,0.0,0.0,1.45
2026-07-11 05:00:00,1.39,0.0,0.0,0.0,1.39
2026-07-11 06:00:00,1.23,0.0,0.0,0.0,1.23
2026-07-11 07:00:00,1.36,0.06,0.06,0.0,1.3
2026-07-11 08:00:00,1.43,1.57,1.43,0.14,0.0
2026-07-11 09:00:00,1.37,1.85,1.37,0.48,0.0
2026-07-11 10:00:00,1.21,2.49,1.21,1.28,0.0
2026-07-11 11:00:00,1.53,3.14,1.53,1.61,0.0
2026-07-11 12:00:00,1.44,3.46,1.44,2.02,0.0
2026-07-11 13:00:00,1.39,5.85,1.39,4.46,0.0
2026-07-11 14:00:00,1.23,3.34,1.23,2.11,0.0
2026-07-11 15:00:00,1.58,5.14,1.58,3.56,0.0
2026-07-11 16:00:00,1.49,4.29,1.49,2.8,0.0
2026-07-11 17:00:00,1.45,3.08,1.45,1.63,0.0
2026-07-11 18:00:00,1.47,0.98,0.98,0.0,0.49
2026-07-11 19:00:00,1.31,0.29,0.29,0.0,1.02
2026-07-11 20:00:00,1.47,0.0,0.0,0.0,1.47
2026-07-11 21:00:00,1.44,0.0,0.0,0.0,1.44
2026-07-11 22:00:00,1.36,0.0,0.0,0.0,1.36
2026-07-11 23:00:00,1.61,0.0,0.0,0.0,1.61
2026-07-12 00:00:00,1.61,0.0,0.0,0.0,1.61
2026-07-12 01:00:00,1.37,0.0,0.0,0.0,1.37
2026-07-12 02:00:00,1.37,0.0,0.0,0.0,1.37
2026-07-12 03:00:00,1.34,0.0,0.0,0.0,1.34
2026-07-12 04:00:00,1.4,0.0,0.0,0.0,1.4
2026-07-12 05:00:00,1.4,0.0,0.0,0.0,1.4
2026-07-12 06:00:00,1.49,0.0,0.0,0.0,1.49
2026-07-12 07:00:00,1.43,0.0,0.0,0.0,1.43
2026-07-12 08:00:00,1.51,1.63,1.51,0.12,0.0
2026-07-12 09:00:00,1.22,3.03,1.22,1.81,0.0
2026-07-12 10:00:00,1.23,0.68,0.68,0.0,0.55
2026-07-12 11:00:00,1.42,3.21,1.42,1.79,0.0
2026-07-12 12:00:00,1.19,5.9,1.19,4.71,0.0
2026-07-12 13:00:00,1.33,3.64,1.33,2.31,0.0
2026-07-12 14:00:00,1.48,0.81,0.81,0.0,0.67
2026-07-12 15:00:00,1.4,5.13,1.4,3.73,0.0
2026-07-12 16:00:00,1.36,2.4,1.36,1.04,0.0
2026-07-12 17:00:00,1.46,3.03,1.46,1.57,0.0
2026-07-12 18:00:00,1.16,1.57,1.16,0.41,0.0
2026-07-12 19:00:00,1.38,0.08,0.08,0.0,1.3
2026-07-12 20:00:00,1.5,0.0,0.0,0.0,1.5
2026-07-12 21:00:00,1.52,0.0,0.0,0.0,1.52
2026-07-12 22:00:00,1.3,0.0,0.0,0.0,1.3
2026-07-12 23:00:00,1.47,0.0,0.0,0.0,1.47
2026-07-13 00:00:00,1.48,0.0,0.0,0.0,1.48
2026-07-13 01:00:00,1.75,0.0,0.0,0.0,1.75
2026-07-13 02:00:00,1.51,0.0,0.0,0.0,1.51
2026-07-13 03:00:00,1.66,0.0,0.0,0.0,1.66
2026-07-13 04:00:00,1.65,0.0,0.0,0.0,1.65
2026-07-13 05:00:00,1.61,0.0,0.0,0.0,1.61
2026-07-13 06:00:00,1.68,0.0,0.0,0.0,1.68
2026-07-13 07:00:00,1.8,0.0,0.0,0.0,1.8
2026-07-13 08:00:00,10.25,1.56,1.56,0.0,8.69
2026-07-13 09:00:00,12.27,2.89,2.89,0.0,9.38
2026-07-13 10:00:00,10.93,2.53,2.53,0.0,8.4
2026-07-13 11:00:00,11.11,5.3,5.3,0.0,5.81
2026-07-13 12:00:00,11.43,5.81,5.81,0.0,5.62
2026-07-13 13:00:00,11.35,5.96,5.96,0.0,5.39
2026-07-13 14:00:00,11.86,3.37,3.37,0.0,8.49
2026-07-13 15:00:00,11.02,3.37,3.37,0.0,7.65
2026-07-13 16:00:00,11.0,4.22,4.22,0.0,6.78
2026-07-13 17:00:00,11.79,3.16,3.16,0.0,8.63
2026-07-13 18:00:00,10.14,0.79,0.79,0.0,9.35
2026-07-13 19:00:00,1.82,0.14,0.14,0.0,1.68
2026-07-13 20:00:00,1.73,0.0,0.0,0.0,1.73
2026-07-13 21:00:00,1.21,0.0,0.0,0.0,1.21
2026-07-13 22:00:00,1.43,0.0,0.0,0.0,1.43
2026-07-13 23:00:00,1.65,0.0,0.0,0.0,1.65
2026-07-14 00:00:00,1.53,0.0,0.0,0.0,1.53
2026-07-14 01:00:00,1.82,0.0,0.0,0.0,1.82
2026-07-14 02:00:00,1.68,0.0,0.0,0.0,1.68
2026-07-14 03:00:00,1.39,0.0,0.0,0.0,1.39
2026-07-14 04:00:00,1.35,0.0,0.0,0.0,1.35
2026-07-14 05:00:00,1.51,0.0,0.0,0.0,1.51
2026-07-14 06:00:00,1.65,0.0,0.0,0.0,1.65
2026-07-14 07:00:00,1.67,0.02,0.02,0.0,1.65
2026-07-14 08:00:00,11.28,1.59,1.59,0.0,9.69
2026-07-14 09:00:00,10.43,2.85,2.85,0.0,7.58
2026-07-14 10:00:00,12.49,0.52,0.52,0.0,11.97
2026-07-14 11:00:00,11.51,5.0,5.0,0.0,6.51
2026-07-14 12:00:00,11.39,5.72,5.72,0.0,5.67
2026-07-14 13:00:00,11.4,3.52,3.52,0.0,7.88
2026-07-14 14:00:00,13.2,3.6,3.6,0.0,9.6
2026-07-14 15:00:00,11.47,5.15,5.15,0.0,6.32
2026-07-14 16:00:00,11.49,4.22,4.22,0.0,7.27
2026-07-14 17:00:00,11.61,1.74,1.74,0.0,9.87
2026-07-14 18:00:00,10.53,0.29,0.29,0.0,10.24
2026-07-14 19:00:00,1.51,0.11,0.11,0.0,1.4
2026-07-14 20:00:00,1.71,0.0,0.0,0.0,1.71
2026-07-14 21:00:00,1.73,0.0,0.0,0.0,1.73
2026-07-14 22:00:00,1.66,0.0,0.0,0.0,1.66
2026-07-14 23:00:00,1.65,0.0,0.0,0.0,1.65
2026-07-15 00:00:00,1.65,0.0,0.0,0.0,1.65
2026-07-15 01:00:00,1.62,0.0,0.0,0.0,1.62
2026-07-15 02:00:00,1.56,0.0,0.0,0.0,1.56
2026-07-15 03:00:00,1.65,0.0,0.0,0.0,1.65
2026-07-15 04:00:00,1.77,0.0,0.0,0.0,1.77
2026-07-15 05:00:00,1.33,0.0,0.0,0.0,1.33
2026-07-15 06:00:00,1.43,0.0,0.0,0.0,1.43
2026-07-15 07:00:00,1.29,0.0,0.0,0.0,1.29
2026-07-15 08:00:00,10.35,1.04,1.04,0.0,9.31
2026-07-15 09:00:00,10.76,2.83,2.83,0.0,7.93
2026-07-15 10:00:00,10.62,4.25,4.25,0.0,6.37
2026-07-15 11:00:00,11.85,5.24,5.24,0.0,6.61
2026-07-15 12:00:00,11.62,3.34,3.34,0.0,8.28
2026-07-15 13:00:00,10.47,0.91,0.91,0.0,9.56
2026-07-15 14:00:00,10.53,5.85,5.85,0.0,4.68
2026-07-15 15:00:00,11.4,4.94,4.94,0.0,6.46
2026-07-15 16:00:00,11.06,4.21,4.21,0.0,6.85
2026-07-15 17:00:00,12.08,3.09,3.09,0.0,8.99
2026-07-15 18:00:00,11.7,1.51,1.51,0.0,10.19
2026-07-15 19:00:00,1.61,0.03,0.03,0.0,1.58
2026-07-15 20:00:00,1.87,0.0,0.0,0.0,1.87
2026-07-15 21:00:00,1.8,0.0,0.0,0.0,1.8
2026-07-15 22:00:00,1.55,0.0,0.0,0.0,1.55
2026-07-15 23:00:00,1.54,0.0,0.0,0.0,1.54
2026-07-16 00:00:00,1.59,0.0,0.0,0.0,1.59
2026-07-16 01:00:00,1.76,0.0,0.0,0.0,1.76
2026-07-16 02:00:00,1.3,0.0,0.0,0.0,1.3
2026-07-16 03:00:00,1.59,0.0,0.0,0.0,1.59
2026-07-16 04:00:00,1.53,0.0,0.0,0.0,1.53
2026-07-16 05:00:00,1.79,0.0,0.0,0.0,1.79
2026-07-16 06:00:00,1.42,0.0,0.0,0.0,1.42
2026-07-16 07:00:00,1.61,0.0,0.0,0.0,1.61
2026-07-16 08:00:00,11.57,1.63,1.63,0.0,9.94
2026-07-16 09:00:00,11.06,1.99,1.99,0.0,9.07
2026-07-16 10:00:00,11.21,4.34,4.34,0.0,6.87
2026-07-16 11:00:00,11.8,5.2,5.2,0.0,6.6
2026-07-16 12:00:00,11.4,5.73,5.73,0.0,5.67
2026-07-16 13:00:00,10.57,3.56,3.56,0.0,7.01
2026-07-16 14:00:00,10.92,0.81,0.81,0.0,10.11
2026-07-16 15:00:00,10.6,0.64,0.64,0.0,9.96
2026-07-16 16:00:00,11.48,2.44,2.44,0.0,9.04
2026-07-16 17:00:00,10.84,1.72,1.72,0.0,9.12
2026-07-16 18:00:00,10.95,1.56,1.56,0.0,9.39
2026-07-16 19:00:00,1.78,0.0,0.0,0.0,1.78
2026-07-16 20:00:00,1.58,0.0,0.0,0.0,1.58
2026-07-16 21:00:00,1.2,0.0,0.0,0.0,1.2
2026-07-16 22:00:00,1.66,0.0,0.0,0.0,1.66
2026-07-16 23:00:00,1.56,0.0,0.0,0.0,1.56
2026-07-17 00:00:00,1.59,0.0,0.0,0.0,1.59
2026-07-17 01:00:00,1.87,0.0,0.0,0.0,1.87
2026-07-17 02:00:00,1.53,0.0,0.0,0.0,1.53
2026-07-17 03:00:00,1.48,0.0,0.0,0.0,1.48
2026-07-17 04:00:00,1.92,0.0,0.0,0.0,1.92
2026-07-17 05:00:00,1.53,0.0,0.0,0.0,1.53
2026-07-17 06:00:00,1.75,0.0,0.0,0.0,1.75
2026-07-17 07:00:00,1.64,0.0,0.0,0.0,1.64
2026-07-17 08:00:00,11.35,1.56,1.56,0.0,9.79
2026-07-17 09:00:00,11.12,1.89,1.89,0.0,9.23
2026-07-17 10:00:00,11.33,0.68,0.68,0.0,10.65
2026-07-17 11:00:00,10.71,5.43,5.43,0.0,5.28
2026-07-17 12:00:00,10.81,6.0,6.0,0.0,4.81
2026-07-17 13:00:00,11.34,6.01,6.01,0.0,5.33
2026-07-17 14:00:00,10.4,3.35,3.35,0.0,7.05
2026-07-17 15:00:00,11.53,5.28,5.28,0.0,6.25
2026-07-17 16:00:00,11.53,4.23,4.23,0.0,7.3
2026-07-17 17:00:00,12.15,1.97,1.97,0.0,10.18
2026-07-17 18:00:00,11.38,1.61,1.61,0.0,9.77
2026-07-17 19:00:00,1.8,0.09,0.09,0.0,1.71
2026-07-17 20:00:00,1.63,0.0,0.0,0.0,1.63
2026-07-17 21:00:00,1.52,0.0,0.0,0.0,1.52
2026-07-17 22:00:00,1.74,0.0,0.0,0.0,1.74
2026-07-17 23:00:00,1.47,0.0,0.0,0.0,1.47
2026-07-18 00:00:00,1.18,0.0,0.0,0.0,1.18
2026-07-18 01:00:00,1.46,0.0,0.0,0.0,1.46
2026-07-18 02:00:00,1.3,0.0,0.0,0.0,1.3
2026-07-18 03:00:00,1.48,0.0,0.0,0.0,1.48
2026-07-18 04:00:00,1.46,0.0,0.0,0.0,1.46
2026-07-18 05:00:00,1.35,0.0,0.0,0.0,1.35
2026-07-18 06:00:00,1.34,0.0,0.0,0.0,1.34
2026-07-18 07:00:00,1.38,0.12,0.12,0.0,1.26
2026-07-18 08:00:00,1.47,1.47,1.47,0.0,0.0
2026-07-18 09:00:00,1.33,0.43,0.43,0.0,0.9
2026-07-18 10:00:00,1.33,4.2,1.33,2.87,0.0
2026-07-18 11:00:00,1.44,5.14,1.44,3.7,0.0
